soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,soil_type,crop_type,growth_stage,prev_irrigation,hours_since_irrigation,irrigation_required,water_quantity,duration_minutes,risk_level
79.01,45.23,94.17,3.15,80.4,28.6,Clay,Maize,Maturity,1.6,32.7,0,0.0,0.0,Medium
72.07,33.83,24.13,3.1,97.4,2.8,Clay,Wheat,Maturity,22.4,58.3,0,0.0,0.0,Medium
89.8,14.82,78.28,2.82,70.0,33.5,Peaty,Rice,Vegetative,28.8,38.6,0,0.0,0.0,Low
78.85,39.98,67.5,0.25,74.1,3.8,Loamy,Maize,Maturity,21.1,4.8,0,0.0,0.0,Medium
69.07,44.55,72.06,1.41,80.0,35.4,Clay,Sugarcane,Maturity,6.0,15.6,0,0.0,0.0,Medium
77.05,25.33,52.32,1.51,66.9,35.7,Peaty,Rice,Fruiting,16.6,56.8,0,0.0,0.0,Low
24.88,30.49,93.4,0.54,11.4,0.3,Silty,Wheat,Maturity,6.2,45.4,1,12.7,7.2,High
49.81,39.36,31.14,1.26,86.5,6.2,Peaty,Cotton,Vegetative,14.5,21.8,0,0.0,0.0,Medium
79.7,23.73,56.43,0.26,46.0,12.3,Clay,Sugarcane,Fruiting,1.7,30.1,0,0.0,0.0,Low
74.34,37.89,84.64,1.13,53.8,33.6,Clay,Wheat,Fruiting,26.7,26.7,0,0.0,0.0,Medium
56.6,26.41,85.3,1.57,32.8,18.2,Clay,Cotton,Fruiting,3.8,14.1,0,0.0,0.0,Low
26.31,31.52,47.95,3.25,14.1,22.8,Silty,Wheat,Fruiting,8.4,15.7,1,19.3,11.1,Medium
74.6,26.14,26.37,2.44,84.5,31.8,Clay,Rice,Vegetative,20.2,15.9,0,0.0,0.0,Low
26.27,33.76,65.24,0.16,37.7,9.3,Silty,Groundnut,Maturity,16.6,14.4,1,7.3,3.6,Medium
80.66,37.7,31.78,2.0,43.0,23.9,Sandy,Maize,Fruiting,23.1,28.6,0,0.0,0.0,Medium
22.24,30.23,66.26,7.24,51.0,20.1,Peaty,Maize,Germination,1.0,39.7,1,15.3,9.0,High
32.12,33.19,35.77,0.17,56.8,26.1,Silty,Tomato,Germination,16.7,61.7,1,10.7,5.0,Medium
74.74,27.28,42.63,1.21,29.4,1.7,Sandy,Rice,Flowering,17.9,47.0,0,0.0,0.0,Low
63.17,42.18,45.26,1.82,67.8,21.7,Silty,Cotton,Vegetative,13.1,57.2,0,0.0,0.0,Medium
73.51,17.37,93.94,2.34,98.5,37.6,Silty,Tomato,Germination,6.0,11.9,0,0.0,0.0,Low
65.29,20.62,21.12,0.19,90.5,25.9,Sandy,Maize,Vegetative,5.3,21.2,0,0.0,0.0,Low
77.6,27.19,49.76,6.48,89.6,36.4,Peaty,Rice,Fruiting,20.7,19.6,0,0.0,0.0,Low
71.84,37.08,59.35,1.02,49.3,12.0,Silty,Rice,Maturity,13.0,11.8,0,0.0,0.0,Medium
86.66,37.14,69.49,8.05,82.1,22.7,Clay,Rice,Fruiting,27.0,28.8,0,0.0,0.0,Medium
12.24,44.4,36.33,0.21,59.5,29.6,Peaty,Groundnut,Flowering,19.8,38.3,1,22.0,11.5,High
47.46,15.86,59.34,0.74,98.9,23.0,Loamy,Groundnut,Fruiting,20.7,64.6,0,0.0,0.0,Low
66.21,32.17,31.92,5.4,35.8,36.5,Sandy,Sugarcane,Germination,5.5,10.1,0,0.0,0.0,Low
56.48,20.76,20.49,3.41,7.7,16.8,Sandy,Maize,Maturity,28.1,22.4,0,0.0,0.0,Low
79.41,18.61,66.17,8.37,66.2,3.1,Peaty,Rice,Fruiting,16.5,29.0,0,0.0,0.0,Low
76.74,41.45,91.95,1.76,75.0,21.3,Peaty,Maize,Germination,8.3,15.6,0,0.0,0.0,Medium
90.18,22.35,58.4,3.94,95.8,8.8,Loamy,Maize,Flowering,28.0,66.0,0,0.0,0.0,Low
59.28,16.21,78.57,1.52,44.4,35.7,Loamy,Tomato,Vegetative,0.2,67.9,0,0.0,0.0,Low
31.53,30.16,43.77,2.55,32.5,1.6,Loamy,Wheat,Vegetative,0.2,70.4,1,12.7,7.5,Medium
83.33,26.66,78.39,0.93,99.0,1.0,Clay,Sugarcane,Germination,19.8,49.5,0,0.0,0.0,Low
77.46,18.74,62.29,1.75,79.7,29.0,Sandy,Groundnut,Fruiting,10.2,58.0,0,0.0,0.0,Low
75.63,39.89,92.92,0.44,23.1,34.7,Clay,Tomato,Maturity,12.6,3.6,0,0.0,0.0,Medium
15.58,24.42,38.04,3.59,36.4,22.6,Sandy,Wheat,Fruiting,1.9,38.5,1,15.5,10.9,High
14.75,27.02,32.86,0.75,31.8,10.4,Silty,Groundnut,Fruiting,2.7,13.9,1,24.3,14.1,High
43.69,28.21,45.0,1.51,53.0,6.5,Silty,Cotton,Maturity,24.2,54.7,0,0.0,0.0,Medium
73.19,27.44,70.74,0.18,3.5,15.7,Silty,Sugarcane,Vegetative,5.8,46.2,1,5.0,3.0,Low
62.96,19.61,60.57,0.33,4.5,26.3,Silty,Sugarcane,Germination,2.5,2.5,1,5.0,3.2,Medium
59.59,44.44,77.71,1.71,44.6,24.8,Peaty,Maize,Flowering,15.0,46.4,1,6.0,3.2,Medium
55.5,16.07,87.19,14.47,29.4,8.4,Loamy,Groundnut,Fruiting,7.6,62.3,0,0.0,0.0,Low
24.22,43.71,77.82,0.02,0.1,15.1,Clay,Wheat,Germination,0.6,33.4,1,13.2,8.3,High
44.05,36.4,28.75,17.34,18.3,23.8,Sandy,Maize,Fruiting,3.8,2.0,0,0.0,0.0,Medium
68.73,28.38,60.72,0.58,29.6,26.6,Silty,Cotton,Vegetative,1.5,64.1,0,0.0,0.0,Low
89.53,19.09,79.77,5.96,15.1,34.1,Peaty,Sugarcane,Vegetative,21.8,56.5,0,0.0,0.0,Low
51.7,22.7,76.83,0.26,92.4,13.0,Loamy,Cotton,Flowering,13.3,3.1,0,0.0,0.0,Low
72.83,34.1,27.38,1.54,72.9,31.2,Sandy,Rice,Fruiting,0.0,51.3,0,0.0,0.0,Medium
84.77,38.99,87.01,2.42,81.2,15.4,Peaty,Sugarcane,Flowering,29.7,16.3,0,0.0,0.0,Medium
60.84,39.1,44.68,1.09,40.3,26.9,Silty,Tomato,Flowering,9.5,9.6,0,0.0,0.0,Medium
26.27,32.17,38.89,4.89,42.6,39.8,Silty,Tomato,Fruiting,23.4,48.5,1,26.8,17.1,High
20.69,29.95,63.91,2.34,8.6,2.3,Loamy,Wheat,Flowering,17.6,39.2,1,21.0,13.3,High
55.36,33.13,86.33,4.98,58.3,29.2,Silty,Sugarcane,Germination,19.2,33.6,0,0.0,0.0,Medium
82.43,23.8,23.68,4.36,70.2,13.3,Peaty,Maize,Maturity,11.9,54.5,0,0.0,0.0,Low
52.63,18.41,63.38,10.45,37.8,2.5,Sandy,Sugarcane,Maturity,15.2,11.7,0,0.0,0.0,Medium
62.58,33.47,65.38,1.83,39.7,18.2,Clay,Rice,Vegetative,21.9,9.7,1,6.3,3.3,Medium
56.51,23.84,32.03,3.38,3.8,24.8,Clay,Wheat,Fruiting,6.4,3.0,0,0.0,0.0,Low
18.69,17.74,62.6,7.16,39.6,11.9,Loamy,Cotton,Fruiting,4.5,31.2,1,22.1,12.5,High
41.79,33.75,83.47,4.59,27.7,37.6,Clay,Sugarcane,Vegetative,26.3,69.9,1,22.7,12.8,High
25.43,29.39,80.19,9.02,2.2,39.3,Sandy,Maize,Vegetative,24.4,20.2,0,0.0,0.0,High
37.13,16.47,65.59,6.98,38.3,8.7,Peaty,Cotton,Fruiting,1.5,59.1,1,7.4,5.6,Medium
77.56,28.51,21.37,0.85,86.6,6.6,Loamy,Sugarcane,Germination,0.4,34.4,0,0.0,0.0,Low
64.12,31.1,47.92,2.95,1.2,5.7,Clay,Maize,Vegetative,7.3,43.1,1,5.0,3.0,Low
67.34,45.11,34.27,0.9,11.4,36.7,Peaty,Tomato,Maturity,24.7,65.0,1,5.0,3.0,Medium
60.27,20.51,29.37,0.39,51.9,9.8,Sandy,Rice,Vegetative,29.7,49.3,1,6.2,3.0,Medium
91.86,15.29,94.39,0.13,96.8,22.0,Silty,Cotton,Germination,3.4,35.3,0,0.0,0.0,Low
88.34,24.91,78.96,1.72,62.8,25.9,Peaty,Wheat,Vegetative,9.7,49.5,0,0.0,0.0,Low
39.13,39.9,40.22,3.95,37.2,20.9,Clay,Sugarcane,Vegetative,5.4,68.9,1,27.2,16.6,High
83.09,34.91,49.6,0.43,15.9,38.0,Silty,Sugarcane,Fruiting,27.2,71.4,0,0.0,0.0,Medium
22.64,25.51,38.23,3.2,19.9,12.6,Peaty,Groundnut,Flowering,2.1,59.6,1,19.2,11.3,Medium
60.5,32.78,78.8,3.98,61.0,19.5,Sandy,Tomato,Maturity,7.8,30.2,0,0.0,0.0,Low
69.4,32.83,90.64,0.57,47.2,3.7,Peaty,Sugarcane,Flowering,16.5,29.3,0,0.0,0.0,Low
58.09,29.48,28.94,2.66,31.6,25.1,Sandy,Cotton,Maturity,18.3,21.3,0,0.0,0.0,Low
21.47,27.6,65.29,2.67,6.7,33.3,Loamy,Groundnut,Vegetative,21.7,55.6,1,13.2,8.5,Medium
76.02,24.01,40.12,1.21,55.7,28.3,Peaty,Rice,Germination,24.2,63.8,0,0.0,0.0,Low
31.46,15.08,88.06,0.07,20.9,16.7,Sandy,Groundnut,Maturity,27.4,2.9,1,5.0,5.0,Medium
61.91,24.59,78.65,4.36,69.2,38.6,Peaty,Groundnut,Maturity,3.9,48.4,0,0.0,0.0,Low
45.67,21.34,43.76,3.03,39.8,0.3,Clay,Wheat,Vegetative,27.6,58.5,0,0.0,0.0,Low
58.19,35.48,68.51,0.08,78.8,36.1,Clay,Cotton,Germination,24.4,5.9,0,0.0,0.0,Medium
58.28,37.63,31.02,3.52,94.5,27.3,Clay,Groundnut,Vegetative,15.0,46.5,0,0.0,0.0,Medium
28.76,20.37,21.02,1.77,8.4,27.3,Silty,Wheat,Flowering,28.3,62.7,1,19.0,10.7,Medium
60.95,44.22,36.27,0.28,19.5,32.8,Peaty,Tomato,Flowering,19.1,28.9,1,6.0,3.0,Medium
63.56,40.22,69.63,3.58,36.3,35.2,Silty,Tomato,Flowering,3.4,29.4,0,0.0,0.0,Medium
64.26,18.58,93.37,2.62,99.5,36.5,Peaty,Tomato,Germination,1.7,18.4,0,0.0,0.0,Low
67.77,27.37,24.31,1.52,47.4,18.1,Peaty,Wheat,Maturity,15.9,33.7,0,0.0,0.0,Low
91.24,30.28,43.39,2.72,99.6,17.4,Loamy,Wheat,Fruiting,10.4,3.9,0,0.0,0.0,Low
88.7,31.32,57.94,0.99,82.2,30.1,Loamy,Rice,Germination,26.3,52.0,0,0.0,0.0,Low
33.74,33.47,74.45,0.35,3.6,39.8,Clay,Tomato,Flowering,1.6,13.7,1,24.3,14.5,Medium
47.79,30.1,83.9,6.03,1.0,31.1,Clay,Maize,Maturity,29.7,34.8,1,5.7,3.0,Medium
30.61,14.4,43.04,0.83,23.4,2.7,Silty,Tomato,Flowering,16.7,21.0,1,23.9,12.5,Medium
21.95,23.96,42.25,1.16,16.4,31.3,Sandy,Wheat,Vegetative,19.0,8.9,1,10.7,6.0,High
63.08,37.67,89.31,7.2,82.0,35.5,Loamy,Maize,Fruiting,8.5,20.8,0,0.0,0.0,Medium
84.26,19.8,43.02,2.1,79.6,29.6,Clay,Sugarcane,Vegetative,4.7,39.4,0,0.0,0.0,Low
80.25,44.8,75.18,3.61,85.3,4.6,Peaty,Wheat,Fruiting,15.1,59.7,0,0.0,0.0,Medium
76.96,38.24,67.24,3.01,45.0,21.2,Peaty,Sugarcane,Vegetative,24.8,50.2,0,0.0,0.0,Medium
73.56,32.04,38.22,1.67,96.8,26.3,Loamy,Wheat,Fruiting,28.0,42.2,0,0.0,0.0,Low
79.01,38.98,32.81,0.35,88.4,13.7,Sandy,Cotton,Flowering,0.8,49.7,0,0.0,0.0,Medium
56.69,31.93,36.34,2.36,23.2,34.0,Sandy,Sugarcane,Maturity,7.4,58.5,1,5.0,3.0,Medium
25.16,31.36,86.64,2.42,53.5,7.8,Clay,Wheat,Maturity,27.5,23.6,1,16.4,9.2,High
75.25,24.75,57.65,0.73,87.3,3.5,Silty,Tomato,Germination,20.7,18.8,0,0.0,0.0,Low
73.04,42.5,62.89,4.31,81.2,13.7,Loamy,Tomato,Germination,25.5,26.2,0,0.0,0.0,Medium
69.25,15.5,24.56,1.47,58.3,18.6,Sandy,Sugarcane,Germination,14.4,47.6,0,0.0,0.0,Low
68.74,15.97,49.3,0.34,53.1,15.8,Sandy,Sugarcane,Vegetative,24.2,21.6,0,0.0,0.0,Low
78.67,21.32,19.71,0.12,97.7,9.7,Loamy,Cotton,Maturity,25.2,39.6,0,0.0,0.0,Low
75.07,40.99,50.86,1.11,93.7,20.6,Silty,Tomato,Vegetative,5.4,7.8,0,0.0,0.0,Medium
87.82,40.59,25.4,1.32,68.0,11.0,Silty,Tomato,Flowering,22.2,56.8,0,0.0,0.0,Medium
62.43,36.17,89.71,4.03,30.6,10.6,Sandy,Maize,Flowering,5.8,6.7,0,0.0,0.0,Medium
68.1,32.08,65.77,0.55,38.0,24.7,Clay,Groundnut,Germination,21.8,66.4,0,0.0,0.0,Low
50.31,33.56,64.2,2.02,52.9,13.4,Clay,Maize,Flowering,5.9,58.0,1,9.4,4.9,Medium
65.61,24.8,76.14,0.11,47.5,13.5,Silty,Groundnut,Germination,0.4,39.8,0,0.0,0.0,Low
68.2,23.28,54.4,1.94,78.3,30.0,Peaty,Wheat,Maturity,25.4,8.2,0,0.0,0.0,Low
93.57,27.54,51.15,1.45,71.9,21.9,Clay,Rice,Vegetative,7.5,7.2,0,0.0,0.0,Low
26.4,31.7,44.36,1.14,10.7,14.7,Loamy,Tomato,Maturity,23.0,69.6,1,18.5,11.9,High
19.12,17.95,51.23,0.36,17.2,21.9,Clay,Groundnut,Germination,1.9,22.9,1,9.2,5.6,High
71.69,44.05,48.75,2.77,8.0,27.3,Clay,Wheat,Fruiting,17.3,9.1,0,0.0,0.0,Medium
81.67,36.26,40.56,1.14,84.5,19.1,Clay,Maize,Vegetative,12.1,21.5,0,0.0,0.0,Medium
42.93,22.22,66.06,0.12,32.6,18.7,Sandy,Sugarcane,Fruiting,29.5,15.1,1,10.9,6.2,High
74.93,26.28,41.19,0.11,50.5,16.1,Silty,Rice,Fruiting,18.6,8.7,0,0.0,0.0,Low
94.44,27.37,66.77,0.73,62.7,36.9,Clay,Wheat,Vegetative,1.0,17.0,0,0.0,0.0,Low
69.9,17.03,45.7,1.56,23.9,25.2,Silty,Sugarcane,Vegetative,25.5,53.3,0,0.0,0.0,Low
29.72,29.92,30.32,0.83,29.2,37.0,Sandy,Wheat,Fruiting,8.7,26.6,1,6.8,4.4,Medium
36.06,35.87,69.76,0.12,36.8,39.2,Loamy,Groundnut,Germination,15.1,65.5,1,5.0,3.6,Medium
50.4,37.83,71.41,5.98,99.7,17.1,Silty,Cotton,Fruiting,0.9,52.3,0,0.0,0.0,Medium
63.39,40.53,68.59,2.86,17.6,20.5,Sandy,Maize,Vegetative,29.2,14.5,0,0.0,0.0,Medium
52.39,24.99,23.88,1.79,25.5,14.1,Loamy,Groundnut,Vegetative,15.6,9.0,0,0.0,0.0,Low
83.13,18.99,55.55,2.79,42.8,1.1,Peaty,Rice,Vegetative,0.3,54.9,0,0.0,0.0,Low
93.67,22.34,58.07,7.19,78.5,19.5,Silty,Rice,Vegetative,1.7,67.0,0,0.0,0.0,Low
25.21,22.86,50.41,20.16,5.5,23.1,Loamy,Maize,Germination,4.6,31.6,0,0.0,0.0,High
31.81,41.46,55.43,3.74,39.3,10.3,Silty,Cotton,Maturity,23.8,45.0,1,9.0,5.8,High
57.9,36.58,94.92,1.02,53.8,21.3,Silty,Sugarcane,Flowering,5.1,70.4,1,7.1,4.3,Medium
55.64,17.09,69.8,0.43,85.2,32.7,Peaty,Tomato,Vegetative,26.9,2.1,0,0.0,0.0,Low
40.77,21.79,57.29,0.91,0.9,25.9,Sandy,Cotton,Maturity,13.4,69.6,1,5.0,4.1,Medium
93.72,17.69,54.31,1.51,86.7,9.8,Loamy,Cotton,Fruiting,28.7,17.8,0,0.0,0.0,Low
59.55,20.22,40.81,0.38,23.0,4.3,Loamy,Cotton,Flowering,4.2,53.8,0,0.0,0.0,Low
50.18,44.68,38.37,3.43,71.6,24.3,Loamy,Wheat,Fruiting,20.3,4.6,0,0.0,0.0,Medium
70.76,28.49,36.38,0.43,95.3,2.9,Loamy,Sugarcane,Maturity,10.4,44.7,0,0.0,0.0,Low
33.36,21.27,50.86,3.65,21.7,14.7,Sandy,Groundnut,Fruiting,29.3,68.7,1,5.5,4.0,Medium
20.97,26.07,71.25,1.13,6.1,28.1,Silty,Maize,Maturity,12.3,23.7,1,18.8,12.3,High
54.2,44.0,87.83,5.73,5.3,4.2,Silty,Tomato,Vegetative,15.9,33.0,1,5.0,3.0,High
25.07,30.68,24.2,0.8,49.2,12.4,Loamy,Wheat,Fruiting,15.1,23.2,1,18.0,10.6,Medium
47.17,18.49,67.42,5.39,57.7,25.9,Loamy,Tomato,Fruiting,15.9,2.5,0,0.0,0.0,Medium
67.35,35.84,79.24,0.54,10.4,5.8,Loamy,Wheat,Flowering,15.8,33.6,0,0.0,0.0,Medium
28.4,34.03,25.81,0.36,4.9,10.3,Peaty,Maize,Fruiting,7.8,27.7,1,21.6,13.5,High
22.01,24.97,95.0,0.92,27.9,37.2,Peaty,Maize,Vegetative,20.9,52.2,1,20.8,13.0,High
51.56,41.61,53.04,0.12,36.2,33.1,Silty,Groundnut,Germination,13.8,4.0,0,0.0,0.0,Medium
51.26,16.71,92.38,1.34,47.8,14.2,Silty,Cotton,Maturity,19.9,51.5,0,0.0,0.0,Low
81.21,15.37,30.11,3.77,97.3,39.3,Clay,Sugarcane,Germination,26.1,53.1,0,0.0,0.0,Low
46.9,34.26,22.28,3.83,51.4,24.2,Peaty,Groundnut,Flowering,15.8,41.9,0,0.0,0.0,Medium
63.87,20.83,50.44,8.86,39.7,5.0,Silty,Sugarcane,Fruiting,3.3,14.6,0,0.0,0.0,Medium
81.51,41.15,71.79,1.0,69.4,12.2,Peaty,Groundnut,Maturity,18.6,5.6,0,0.0,0.0,Medium
81.68,24.65,78.6,0.22,66.0,32.4,Clay,Maize,Maturity,14.9,68.4,0,0.0,0.0,Low
92.7,42.27,35.65,0.47,75.9,20.0,Silty,Sugarcane,Maturity,4.4,46.5,0,0.0,0.0,Medium
69.23,39.89,56.9,7.28,92.8,6.6,Loamy,Rice,Flowering,29.5,65.2,0,0.0,0.0,Medium
68.78,33.25,37.24,2.37,68.4,7.6,Loamy,Groundnut,Germination,14.1,5.1,0,0.0,0.0,Medium
60.09,30.25,27.88,1.65,45.2,29.3,Sandy,Groundnut,Vegetative,16.3,6.2,0,0.0,0.0,Low
68.01,35.81,67.75,0.93,3.9,18.2,Peaty,Wheat,Fruiting,17.1,59.9,0,0.0,0.0,Medium
70.67,21.77,29.95,6.54,27.5,8.9,Sandy,Tomato,Flowering,24.5,32.3,0,0.0,0.0,Low
88.4,43.08,90.96,0.82,62.4,19.0,Loamy,Wheat,Vegetative,8.1,0.3,0,0.0,0.0,Medium
86.86,35.46,43.33,1.84,9.6,35.9,Loamy,Sugarcane,Maturity,29.4,62.5,0,0.0,0.0,Medium
53.64,37.91,67.57,13.39,34.4,2.5,Peaty,Cotton,Fruiting,15.7,15.4,0,0.0,0.0,Medium
60.71,26.71,51.86,2.17,70.9,36.2,Sandy,Maize,Vegetative,1.6,1.3,0,0.0,0.0,Low
53.59,28.42,73.15,3.95,17.4,14.4,Peaty,Wheat,Maturity,2.1,26.0,0,0.0,0.0,Low
57.29,25.37,48.6,6.65,81.4,28.6,Sandy,Wheat,Maturity,27.3,11.1,0,0.0,0.0,Low
82.27,36.91,44.21,2.12,16.3,38.4,Loamy,Sugarcane,Flowering,25.9,29.3,0,0.0,0.0,Medium
47.98,28.11,59.14,0.67,75.1,29.9,Clay,Groundnut,Vegetative,26.3,19.4,0,0.0,0.0,Low
66.87,39.46,51.83,0.9,86.7,26.8,Silty,Wheat,Maturity,14.6,14.7,0,0.0,0.0,Medium
39.68,28.31,29.45,1.03,86.9,36.2,Sandy,Groundnut,Vegetative,17.8,51.8,0,0.0,0.0,Low
69.03,34.16,60.64,0.42,37.6,4.0,Loamy,Sugarcane,Fruiting,13.4,56.0,1,5.5,3.0,Medium
80.48,18.75,48.66,0.09,85.5,14.4,Loamy,Tomato,Vegetative,21.4,30.9,0,0.0,0.0,Low
56.19,30.76,94.56,4.84,84.6,25.4,Peaty,Maize,Flowering,6.2,66.6,0,0.0,0.0,Low
57.31,35.58,82.2,0.48,16.0,31.6,Loamy,Tomato,Vegetative,1.3,44.8,1,5.0,3.0,Medium
79.69,16.83,70.97,3.51,34.1,8.6,Silty,Sugarcane,Fruiting,6.5,39.0,0,0.0,0.0,Low
11.0,44.65,60.5,2.1,25.8,28.1,Sandy,Groundnut,Maturity,1.5,43.2,1,10.3,6.0,High
92.32,37.96,56.68,0.49,64.8,6.9,Loamy,Rice,Germination,18.4,11.3,0,0.0,0.0,Medium
84.91,16.1,28.52,2.92,93.4,8.3,Loamy,Maize,Maturity,26.0,37.5,0,0.0,0.0,Low
83.93,19.1,73.52,0.32,62.3,14.2,Sandy,Wheat,Fruiting,7.0,46.0,0,0.0,0.0,Low
57.7,41.01,64.53,0.41,42.8,6.4,Sandy,Wheat,Vegetative,22.8,7.6,0,0.0,0.0,Medium
86.94,26.8,82.57,2.04,47.2,19.6,Loamy,Rice,Maturity,25.0,29.1,0,0.0,0.0,Low
82.86,41.95,65.16,2.25,55.7,39.1,Clay,Rice,Flowering,3.2,56.0,1,6.0,3.0,Medium
59.97,28.65,91.46,1.42,25.8,9.7,Silty,Sugarcane,Flowering,22.8,14.8,1,6.7,5.4,Medium
89.14,32.23,53.9,5.12,68.3,7.3,Peaty,Sugarcane,Vegetative,12.9,13.6,0,0.0,0.0,Low
54.59,26.17,89.32,2.36,27.0,28.1,Peaty,Wheat,Flowering,29.7,19.1,0,0.0,0.0,Low
59.75,26.43,82.48,6.01,60.3,29.1,Silty,Maize,Flowering,17.6,48.0,0,0.0,0.0,Low
68.37,35.88,28.51,5.68,53.3,18.9,Silty,Cotton,Fruiting,22.2,8.5,0,0.0,0.0,Medium
63.07,44.9,33.08,3.35,17.3,29.0,Loamy,Sugarcane,Flowering,20.4,14.6,1,6.0,5.7,High
90.56,16.3,30.78,0.16,62.6,2.2,Clay,Rice,Flowering,15.4,37.9,0,0.0,0.0,Low
34.49,36.98,58.51,2.07,11.0,15.6,Loamy,Maize,Vegetative,0.5,25.9,1,14.4,8.3,Medium
38.67,24.99,50.36,0.16,49.7,4.9,Silty,Wheat,Flowering,10.5,55.6,0,0.0,0.0,Medium
42.5,38.24,45.27,1.56,80.9,15.2,Loamy,Groundnut,Germination,5.3,68.8,0,0.0,0.0,Medium
90.55,20.26,47.95,5.56,64.4,26.0,Clay,Maize,Fruiting,26.8,66.2,0,0.0,0.0,Low
68.16,33.13,33.58,4.79,72.0,3.4,Sandy,Wheat,Flowering,5.2,24.3,0,0.0,0.0,Medium
74.63,41.7,55.33,2.2,19.1,18.5,Clay,Maize,Germination,1.5,62.2,0,0.0,0.0,Medium
80.57,34.99,53.59,5.42,96.2,31.0,Loamy,Tomato,Germination,18.2,61.2,0,0.0,0.0,Medium
67.87,17.75,60.68,0.27,30.3,29.8,Sandy,Cotton,Maturity,21.5,71.5,0,0.0,0.0,Low
62.69,36.4,21.17,2.99,16.4,22.6,Loamy,Sugarcane,Flowering,0.4,26.1,1,6.0,3.9,Medium
68.31,36.51,63.26,3.13,2.9,24.7,Silty,Rice,Germination,16.4,25.9,1,5.0,3.0,Medium
63.36,27.02,40.29,1.64,9.4,5.0,Sandy,Rice,Flowering,22.9,64.8,1,6.0,3.9,Medium
19.16,36.11,40.08,21.95,17.5,0.4,Peaty,Groundnut,Flowering,23.3,32.2,0,0.0,0.0,High
42.57,35.5,25.12,1.88,24.0,18.8,Peaty,Wheat,Maturity,17.5,25.7,1,5.0,3.0,Medium
82.92,16.11,74.79,5.27,96.8,35.6,Clay,Sugarcane,Germination,15.9,2.0,0,0.0,0.0,Low
84.59,23.04,82.9,1.67,64.9,29.1,Clay,Sugarcane,Maturity,4.2,31.9,0,0.0,0.0,Low
55.89,38.65,64.06,9.67,66.0,20.9,Sandy,Maize,Flowering,12.4,21.5,0,0.0,0.0,Medium
84.67,18.51,42.88,6.51,77.5,29.4,Silty,Cotton,Germination,8.1,63.9,0,0.0,0.0,Low
75.7,22.75,64.38,3.83,94.1,35.3,Loamy,Maize,Germination,23.2,40.5,0,0.0,0.0,Low
72.24,34.55,34.55,0.47,99.9,24.9,Peaty,Tomato,Flowering,8.6,43.5,0,0.0,0.0,Medium
65.8,16.0,46.08,0.92,68.6,38.0,Clay,Maize,Flowering,24.3,4.0,0,0.0,0.0,Low
81.81,36.87,36.87,1.79,79.6,21.9,Sandy,Tomato,Fruiting,22.6,44.8,0,0.0,0.0,Medium
30.21,43.79,27.38,0.94,49.2,33.5,Clay,Maize,Flowering,8.3,4.7,1,34.8,19.9,High
15.35,38.54,35.11,0.25,47.4,0.4,Sandy,Cotton,Vegetative,24.2,55.5,1,12.3,7.5,High
94.51,21.56,60.73,4.01,62.7,18.9,Peaty,Sugarcane,Vegetative,20.3,65.4,0,0.0,0.0,Low
25.28,31.48,87.19,7.82,0.9,3.0,Peaty,Groundnut,Maturity,20.1,64.0,1,10.7,5.6,Medium
26.8,22.29,76.25,4.16,31.7,19.3,Sandy,Groundnut,Flowering,7.8,1.9,1,7.1,4.7,Medium
70.69,32.38,31.22,1.32,69.7,22.4,Sandy,Maize,Vegetative,12.6,40.5,0,0.0,0.0,Low
73.13,43.19,76.19,0.27,66.9,16.4,Sandy,Tomato,Flowering,1.5,13.8,0,0.0,0.0,Medium
54.38,37.49,40.48,0.37,25.2,36.8,Clay,Tomato,Germination,16.0,42.9,1,5.0,3.0,Medium
22.15,37.8,37.31,0.11,10.2,29.1,Clay,Cotton,Flowering,11.1,36.1,1,26.1,15.1,Medium
40.57,44.38,42.29,0.22,34.6,29.7,Sandy,Wheat,Fruiting,24.5,39.6,1,5.5,3.0,High
63.33,29.55,86.84,0.93,41.1,35.9,Clay,Groundnut,Flowering,20.6,61.8,0,0.0,0.0,Low
37.11,22.29,44.59,0.44,29.6,22.9,Loamy,Cotton,Flowering,10.4,53.7,1,8.8,5.7,Medium
52.05,18.51,83.77,3.01,25.3,22.2,Clay,Maize,Fruiting,19.7,16.8,1,5.5,3.0,Medium
49.48,38.88,79.9,1.61,28.4,11.4,Clay,Tomato,Fruiting,21.6,25.8,1,5.5,4.8,High
89.7,41.65,27.22,0.79,70.9,32.9,Silty,Tomato,Fruiting,12.5,6.4,0,0.0,0.0,Medium
40.15,17.68,81.58,1.67,59.6,3.6,Sandy,Maize,Flowering,2.7,69.2,0,0.0,0.0,Medium
57.17,20.5,86.81,1.75,14.3,30.6,Peaty,Cotton,Germination,19.2,61.4,0,0.0,0.0,Low
39.93,27.15,42.01,2.45,30.4,3.5,Silty,Rice,Flowering,13.5,60.3,1,29.2,16.5,High
57.83,22.27,85.65,1.19,11.3,34.8,Loamy,Maize,Fruiting,4.9,30.9,0,0.0,0.0,Low
63.96,16.75,47.26,1.97,50.3,12.6,Loamy,Maize,Vegetative,26.2,67.6,0,0.0,0.0,Low
45.92,18.37,70.53,0.9,25.5,39.9,Silty,Sugarcane,Germination,4.4,7.1,1,10.6,8.2,Medium
40.52,27.64,44.95,1.14,77.4,2.1,Sandy,Groundnut,Germination,23.9,34.4,0,0.0,0.0,Low
